City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
290,Amga,RU,2022-05-22 22:59:39,60.8953,131.9608,49.35,56,4,4.79
291,Fremont,US,2022-05-22 22:58:14,37.5483,-121.9886,91.51,41,0,19.57
292,Ried,DE,2022-05-22 22:59:39,48.477,11.2606,64.17,69,99,4.0
293,Manzhouli,CN,2022-05-22 22:59:41,49.6,117.4333,62.17,41,99,17.25
294,Castanheira De Pera,PT,2022-05-22 22:59:42,40.0072,-8.2105,58.23,92,76,4.83
295,Kupang,ID,2022-05-22 22:59:42,-10.1667,123.5833,78.49,78,54,10.67
296,Rio Grande,BR,2022-05-22 22:59:42,-32.035,-52.0986,54.95,78,0,8.34
297,Gat,IL,2022-05-22 22:59:43,31.61,34.7642,66.88,100,0,10.13
298,Bella Union,UY,2022-05-22 22:59:43,-30.2752,-57.6007,55.47,85,1,8.21
299,Ako,JP,2022-05-22 22:59:44,34.75,134.4,69.04,71,17,4.07
300,Longyearbyen,SJ,2022-05-22 22:59:44,78.2186,15.6401,35.44,87,75,1.14
301,Aberdeen,GB,2022-05-22 22:55:15,57.1437,-2.0981,55.89,82,96,10.36
302,Navirai,BR,2022-05-22 22:59:45,-23.065,-54.1906,59.2,61,87,4.38
303,Mundra,IN,2022-05-22 22:59:45,22.85,69.7333,83.66,74,93,26.08
304,Camana,PE,2022-05-22 22:59:46,-16.6228,-72.7111,64.76,85,81,8.1
305,Vung Tau,VN,2022-05-22 22:59:46,10.346,107.0843,79.47,84,100,12.41
306,Belaya Gora,RU,2022-05-22 22:59:47,68.5333,146.4167,51.04,56,14,4.21
307,Show Low,US,2022-05-22 22:59:48,34.2542,-110.0298,77.29,12,0,21.85
308,Temiscaming,CA,2022-05-22 22:59:49,46.7212,-79.0971,51.35,76,100,5.75
309,Sept-Iles,CA,2022-05-22 22:59:49,50.2001,-66.3821,53.06,92,100,9.22
310,Sergeyevka,KZ,2022-05-22 22:59:52,53.88,67.4158,45.23,74,63,14.2
311,Aljezur,PT,2022-05-22 22:59:53,37.3191,-8.8033,62.01,93,72,11.05
312,Suhum,GH,2022-05-22 22:59:53,6.0409,-0.45,71.08,96,100,1.83
313,Aksarayskiy,RU,2022-05-22 22:59:53,46.7924,48.0119,58.48,73,36,8.41
314,Oparino,RU,2022-05-22 22:59:55,59.8518,48.2783,30.54,98,100,6.64
315,Dwarka,IN,2022-05-22 22:59:55,22.2394,68.9678,82.99,78,80,23.17
316,Boddam,GB,2022-05-22 22:59:55,57.4667,-1.7833,55.78,91,99,17.54
317,Wainwright,CA,2022-05-22 22:56:17,52.839,-110.8572,60.31,30,91,9.1
318,Muzhi,RU,2022-05-22 22:59:57,65.3667,64.6667,35.58,91,100,28.27
319,Pisco,PE,2022-05-22 22:59:57,-13.7,-76.2167,66.02,82,78,9.22
320,Lorengau,PG,2022-05-22 22:59:58,-2.0226,147.2712,85.53,64,98,13.18
321,Sorland,NO,2022-05-22 22:59:58,67.667,12.6934,46.26,90,90,5.28
322,Taunggyi,MM,2022-05-22 22:59:59,20.7833,97.0333,63.66,89,64,3.04
323,Hirara,JP,2022-05-22 22:59:59,24.8,125.2833,76.86,88,75,9.22
324,Longyan,CN,2022-05-22 23:00:00,25.1072,117.0225,68.34,98,100,2.1
325,Cayenne,GF,2022-05-22 23:01:01,4.9333,-52.3333,82.09,1,20,1.01
326,Galle,LK,2022-05-22 23:01:02,6.0367,80.217,79.97,86,51,11.83
327,Bonthe,SL,2022-05-22 23:01:02,7.5264,-12.505,78.33,86,92,10.38
328,Bad Lippspringe,DE,2022-05-22 23:01:03,51.7833,8.8167,58.24,69,91,6.06
329,Hambantota,LK,2022-05-22 23:01:04,6.1241,81.1185,79.05,84,92,15.99
330,Chimbote,PE,2022-05-22 23:01:04,-9.0853,-78.5783,65.14,82,53,7.31
331,Rivadavia,AR,2022-05-22 23:01:05,-33.1905,-68.4608,59.77,32,60,3.44
332,Yulara,AU,2022-05-22 22:56:34,-25.2406,130.9889,57.47,47,80,9.08
333,Zeya,RU,2022-05-22 23:01:06,53.75,127.2667,40.8,92,100,9.73
334,Shelton,US,2022-05-22 23:01:07,41.3165,-73.0932,85.08,71,0,3.44
335,Tsimlyansk,RU,2022-05-22 22:58:27,47.6461,42.1019,51.03,92,63,13.13
336,Kahului,US,2022-05-22 23:01:08,20.8947,-156.47,83.84,64,1,15.01
337,Upernavik,GL,2022-05-22 23:01:09,72.7868,-56.1549,32.18,85,100,21.65
338,Tono,JP,2022-05-22 23:01:09,39.3167,141.5333,54.43,72,100,1.45
339,Durham,US,2022-05-22 23:01:10,36.0335,-78.8664,81.07,74,75,8.05
340,Candelaria,PH,2022-05-22 23:01:11,13.9311,121.4233,77.4,90,99,1.05
341,Verkhnevilyuysk,RU,2022-05-22 23:01:12,63.4453,120.3167,55.47,49,83,0.65
342,Churapcha,RU,2022-05-22 23:01:13,62.0025,132.4325,48.0,60,8,7.78
343,Rudbar,AF,2022-05-22 23:01:14,30.15,62.6,68.59,25,0,13.98
344,Potsdam,DE,2022-05-22 23:01:15,52.3989,13.0657,53.1,88,55,5.79
345,Haines Junction,CA,2022-05-22 23:01:16,60.7522,-137.5108,52.11,45,100,7.25
346,Labrea,BR,2022-05-22 23:01:17,-7.2586,-64.7981,78.24,76,100,1.54
347,Duldurga,RU,2022-05-22 23:01:18,50.6761,113.5931,58.82,56,90,8.48
348,Ikongo,MG,2022-05-22 23:01:19,-21.8833,47.4333,62.22,94,12,2.77
349,Tilichiki,RU,2022-05-22 23:01:20,60.4667,166.1,44.28,67,0,3.76
350,Melendugno,IT,2022-05-22 22:58:45,40.2747,18.3368,68.05,67,6,4.5
351,Verkhoyansk,RU,2022-05-22 23:01:21,67.5447,133.385,47.03,68,43,2.64
352,Sungaipenuh,ID,2022-05-22 23:01:21,-2.0833,101.3833,62.49,89,82,2.71
353,Moses Lake,US,2022-05-22 22:59:49,47.1301,-119.2781,68.88,28,2,7.99
354,Atikokan,CA,2022-05-22 23:01:22,48.7555,-91.6216,53.98,34,100,8.3
355,Paarl,ZA,2022-05-22 23:01:23,-33.7338,18.9752,57.16,86,42,1.57
356,Katobu,ID,2022-05-22 23:01:24,-4.9408,122.5276,76.8,89,36,3.29
357,Tuatapere,NZ,2022-05-22 23:01:24,-46.1333,167.6833,48.96,74,59,8.84
358,Chapada Dos Guimaraes,BR,2022-05-22 23:01:25,-15.4606,-55.7497,65.86,49,32,2.82
359,Saldanha,ZA,2022-05-22 23:01:26,-33.0117,17.9442,58.77,89,74,1.01
360,Vardo,NO,2022-05-22 23:01:27,70.3705,31.1107,37.38,93,100,14.97
361,Namatanai,PG,2022-05-22 23:01:28,-3.6667,152.4333,84.67,60,47,12.28
362,Samana,DO,2022-05-22 23:01:28,19.2056,-69.3369,78.13,81,24,10.98
363,Benjamin Hill,MX,2022-05-22 23:01:29,30.1667,-111.1,90.01,10,45,14.61
364,Zonguldak,TR,2022-05-22 23:01:29,41.25,31.8333,52.3,98,94,3.15
365,Toguchin,RU,2022-05-22 23:01:30,55.2353,84.3858,53.4,66,96,17.31
366,San Cosme Y Damian,PY,2022-05-22 23:01:30,-27.3167,-56.35,56.43,84,97,4.23
367,Sao Joao Da Barra,BR,2022-05-22 23:02:31,-21.6403,-41.0511,70.32,71,12,9.84
368,Kijang,KR,2022-05-22 23:02:31,35.2442,129.2139,67.57,70,43,5.01
369,Xiangxiang,CN,2022-05-22 23:02:31,27.7333,112.5333,63.64,94,100,0.51
370,Tautira,PF,2022-05-22 23:01:00,-17.7333,-149.15,79.7,74,21,12.77
371,Topolobampo,MX,2022-05-22 23:02:32,25.6,-109.05,82.31,51,0,17.27
372,Chapais,CA,2022-05-22 23:02:32,49.7834,-74.8492,41.41,85,99,6.98
373,Nador,MA,2022-05-22 23:02:33,35.174,-2.9287,71.85,60,0,12.66
374,Muswellbrook,AU,2022-05-22 23:02:34,-32.2667,150.9,56.32,94,98,5.26
375,Hamina,FI,2022-05-22 23:02:34,60.5697,27.1979,49.28,60,23,6.17
376,Rundu,NA,2022-05-22 23:02:34,-17.9333,19.7667,47.91,48,0,4.18
377,Marevo,RU,2022-05-22 23:02:35,57.3146,32.0804,33.33,75,0,3.8
378,New Iberia,US,2022-05-22 23:02:37,30.0035,-91.8187,86.0,62,0,6.91
379,Muli,MV,2022-05-22 23:02:37,2.9167,73.5667,83.17,77,76,13.58
380,Timra,SE,2022-05-22 23:02:38,62.487,17.3257,37.08,93,29,4.61
381,Guangzhou,CN,2022-05-22 23:01:01,23.1167,113.25,75.87,83,100,7.09
382,Saint-Pierre,RE,2022-05-22 23:02:39,-21.3393,55.4781,69.48,68,0,6.91
383,Lar,IN,2022-05-22 23:02:40,26.2039,83.9717,77.59,63,2,9.28
384,Half Moon Bay,US,2022-05-22 23:02:40,37.4636,-122.4286,86.88,68,0,27.63
385,Christchurch,NZ,2022-05-22 22:59:14,-43.5333,172.6333,55.42,72,3,3.44
386,Harrismith,ZA,2022-05-22 23:02:42,-28.2728,29.1295,43.9,92,38,1.57
387,Kassala,SD,2022-05-22 23:02:42,15.451,36.4,91.63,31,3,5.95
388,Jahazpur,IN,2022-05-22 23:02:43,25.6167,75.2833,84.54,60,0,17.92
389,Cilegon,ID,2022-05-22 23:02:44,-6.0174,106.0538,77.76,84,80,5.01
390,Wanning,CN,2022-05-22 23:02:44,18.8003,110.3967,79.75,90,100,5.3
391,Ulcinj,ME,2022-05-22 23:02:45,41.9294,19.2244,64.98,79,26,1.9
392,Santona,ES,2022-05-22 23:02:46,43.4439,-3.4576,62.91,91,100,14.2
393,Hamilton,US,2022-05-22 23:02:46,39.1834,-84.5333,68.25,64,75,17.27
394,Souillac,MU,2022-05-22 23:02:47,-20.5167,57.5167,72.84,70,4,10.98
395,Namibe,AO,2022-05-22 23:02:48,-15.1961,12.1522,68.23,74,0,4.41
396,Accra,GH,2022-05-22 23:01:06,5.556,-0.1969,76.93,82,97,6.13
397,Omboue,GA,2022-05-22 23:02:49,-1.5746,9.2618,74.35,82,23,7.11
398,Novomalorossiyskaya,RU,2022-05-22 23:02:50,45.6348,39.8948,52.5,96,100,7.49
399,Flinders,AU,2022-05-22 23:02:50,-34.5833,150.8552,56.17,92,99,4.0
400,Kruisfontein,ZA,2022-05-22 23:02:51,-34.0033,24.7314,50.88,80,98,2.35
401,Tual,ID,2022-05-22 23:02:51,-5.6667,132.75,83.1,75,27,17.92
402,Marawi,PH,2022-05-22 23:02:52,7.9986,124.2928,70.66,90,100,1.86
403,Gairo,IT,2022-05-22 23:02:53,39.8497,9.5047,65.7,30,0,5.39
404,Pangody,RU,2022-05-22 23:02:53,65.85,74.4859,45.03,86,62,21.32
405,Agnibilekrou,CI,2022-05-22 23:02:54,7.1344,-3.2047,68.4,100,100,1.81
406,Rudnogorsk,RU,2022-05-22 23:02:54,57.2639,103.7519,44.96,77,66,3.58
407,Corinto,GR,2022-05-22 22:59:20,37.9407,22.9573,69.42,70,73,4.27
408,Ternate,ID,2022-05-22 23:02:55,0.8,127.4,80.62,79,100,4.47
409,Kapoeta,SS,2022-05-22 23:00:28,4.7717,33.5903,72.82,81,87,8.75
410,Kroya,ID,2022-05-22 23:02:56,-7.6331,109.2461,76.35,89,54,1.86
411,Yekaterinoslavka,RU,2022-05-22 23:02:56,50.3734,129.1139,55.49,70,98,19.28
412,Cockburn Town,TC,2022-05-22 23:02:57,21.4612,-71.1419,80.56,69,40,17.27
413,Bud,US,2022-05-22 23:02:58,39.447,-86.1758,66.15,53,90,8.61
414,Salekhard,RU,2022-05-22 23:03:58,66.53,66.6019,32.86,87,100,35.1
415,Lasa,IT,2022-05-22 23:03:59,46.6166,10.7002,58.69,87,100,3.38
416,Winnemucca,US,2022-05-22 23:04:00,40.973,-117.7357,69.85,18,0,14.97
417,Flin Flon,CA,2022-05-22 23:04:00,54.7682,-101.865,61.99,22,100,9.48
418,Padang,ID,2022-05-22 23:04:01,-0.9492,100.3543,76.53,83,89,3.67
419,Severo-Kurilsk,RU,2022-05-22 23:04:02,50.6789,156.125,40.93,97,100,16.02
420,Beringovskiy,RU,2022-05-22 23:04:02,63.05,179.3167,42.13,73,98,10.74
421,Sobolevo,RU,2022-05-22 23:04:03,54.4299,31.8996,37.69,78,9,5.01
422,Kayerkan,RU,2022-05-22 23:04:04,69.3497,87.7602,32.52,100,100,5.55
423,Lengshuijiang,CN,2022-05-22 23:04:05,27.6881,111.4294,62.74,90,100,1.03
424,Chernyshevskiy,RU,2022-05-22 23:04:05,63.0128,112.4714,54.93,65,77,1.34
425,Richards Bay,ZA,2022-05-22 23:04:07,-28.783,32.0377,61.36,90,100,18.19
426,Grindavik,IS,2022-05-22 23:01:32,63.8424,-22.4338,45.07,81,0,12.66
427,Salzhemmendorf,DE,2022-05-22 23:04:08,52.067,9.5872,56.57,83,85,4.68
428,Samarai,PG,2022-05-22 23:04:09,-10.6167,150.6667,81.77,76,24,7.14
429,Pravia,ES,2022-05-22 23:04:10,43.4906,-6.1508,57.49,82,100,10.36
430,Moratuwa,LK,2022-05-22 23:04:11,6.773,79.8816,80.62,87,48,8.7
431,Camapua,BR,2022-05-22 23:04:11,-19.5314,-54.0439,65.34,33,3,4.21
432,Katsuura,JP,2022-05-22 23:04:12,35.1333,140.3,67.95,83,31,2.68
433,San Carlos De Bariloche,AR,2022-05-22 23:04:13,-41.1456,-71.3082,29.55,86,17,8.84
434,Carroll,US,2022-05-22 23:04:13,39.5501,-77.0164,76.77,84,59,6.58
435,Muyezerskiy,RU,2022-05-22 23:04:14,63.9333,31.65,30.2,77,71,5.21
436,Ettenheim,DE,2022-05-22 23:04:15,48.25,7.8167,64.53,68,76,2.06
437,Malanje,AO,2022-05-22 23:04:15,-9.5402,16.341,62.44,82,82,3.36
438,The Valley,AI,2022-05-22 23:04:16,18.217,-63.0578,80.82,74,40,10.36
439,Aykhal,RU,2022-05-22 23:04:17,66.0,111.5,51.1,64,31,11.16
440,Mogadishu,SO,2022-05-22 23:00:12,2.0371,45.3438,80.35,85,100,18.59
441,Biak,ID,2022-05-22 23:04:18,-0.9131,122.8766,77.27,80,94,5.01
442,Nong Phai,TH,2022-05-22 23:04:18,15.9903,101.0618,75.18,95,100,2.51
443,Geraldton,AU,2022-05-22 23:00:49,-28.7667,114.6,63.01,77,75,17.27
444,Emerald,AU,2022-05-22 23:04:19,-23.5333,148.1667,64.35,80,61,14.36
445,Lata,PT,2022-05-22 23:04:20,40.1629,-8.3327,64.08,89,86,3.53
446,Portland,US,2022-05-22 23:02:33,45.5234,-122.6762,75.83,32,75,5.75
447,Ayan,RU,2022-05-22 23:04:21,56.45,138.1667,33.24,90,97,10.96
448,Iqaluit,CA,2022-05-22 23:01:16,63.7506,-68.5145,25.7,86,94,21.0
449,Sawakin,SD,2022-05-22 23:04:22,19.1059,37.3321,81.55,65,1,12.26
450,Kavaratti,IN,2022-05-22 23:04:22,10.5669,72.642,82.67,81,97,18.32
451,Xiashi,CN,2022-05-22 23:04:23,30.5363,120.6864,69.82,83,100,9.71
452,San Quintin,MX,2022-05-22 23:04:24,30.4833,-115.95,65.7,58,0,12.77
453,Taguatinga,BR,2022-05-22 23:04:25,-12.3857,-46.5711,77.16,46,24,4.27
454,Vanavara,RU,2022-05-22 23:04:25,60.34,102.2797,50.05,77,13,3.65
455,Duma,CN,2022-05-22 23:04:26,34.7653,108.135,63.09,54,2,1.23
456,Codajas,BR,2022-05-22 23:04:27,-3.8367,-62.0569,74.16,92,46,1.23
457,Manbij,SY,2022-05-22 23:04:28,36.5281,37.9549,59.7,74,5,22.59
458,Shurugwi,ZW,2022-05-22 23:04:29,-19.6702,30.0059,45.48,50,0,3.56
459,Sakakah,SA,2022-05-22 23:04:29,29.9697,40.2064,74.12,26,11,18.92
460,Lagos,NG,2022-05-22 23:05:04,6.5833,3.75,75.99,90,95,3.6
461,Labuhan,ID,2022-05-22 23:05:30,-6.8844,112.2051,78.37,86,92,10.11
462,Hofn,IS,2022-05-22 23:05:31,64.2539,-15.2082,45.61,67,58,13.22
463,Beloha,MG,2022-05-22 23:02:59,-25.1667,45.05,63.84,94,9,5.3
464,Boueni,YT,2022-05-22 23:05:31,-12.9025,45.0761,80.58,69,100,3.4
465,Alofi,NU,2022-05-22 23:05:32,-19.0595,-169.9187,80.02,70,8,11.63
466,Xai-Xai,MZ,2022-05-22 23:05:32,-25.0519,33.6442,62.91,95,99,10.87
467,Horadiz,AZ,2022-05-22 23:05:33,39.4488,47.3353,65.98,53,100,2.48
468,Filingue,NE,2022-05-22 23:05:34,14.3521,3.3168,87.3,42,93,11.27
469,Zhanakorgan,KZ,2022-05-22 23:05:35,43.9098,67.2495,58.91,45,2,9.46
470,Noyabrsk,RU,2022-05-22 23:05:36,63.1994,75.4507,55.35,75,61,20.98
471,Saint-Georges,GD,2022-05-22 23:03:01,12.0564,-61.7485,79.09,78,95,12.77
472,Gwanda,ZW,2022-05-22 23:05:37,-20.9333,29.0,49.21,47,0,5.21
473,Lompoc,US,2022-05-22 23:02:57,34.6391,-120.4579,74.01,71,0,25.01
474,Vikulovo,RU,2022-05-22 23:05:38,56.8167,70.6107,43.63,86,96,13.69
475,Taraz,KZ,2022-05-22 23:05:38,42.9,71.3667,45.01,93,91,8.95
476,Uyemskiy,RU,2022-05-22 23:05:39,64.4743,40.8524,28.45,79,75,6.71
477,Tura,IN,2022-05-22 23:05:39,25.5198,90.2201,70.59,97,89,7.11
478,Cumberland,US,2022-05-22 23:05:40,35.0502,-78.8664,83.48,66,20,6.91
479,Beausejour,CA,2022-05-22 23:05:41,50.0622,-96.5167,59.86,37,5,4.43
480,Chifeng,CN,2022-05-22 23:05:42,42.2683,118.9636,70.83,40,92,4.03
481,Mecca,SA,2022-05-22 23:04:47,21.4267,39.8261,84.72,36,0,6.02
482,Berezovka,BY,2022-05-22 23:05:42,53.7214,25.4993,45.93,89,100,4.88
483,Okakarara,NA,2022-05-22 23:05:43,-20.5833,17.4333,46.27,44,3,4.85
484,Escanaba,US,2022-05-22 23:05:44,45.7453,-87.0646,50.5,88,100,0.0
485,Komsomolskiy,UZ,2022-05-22 23:05:45,40.4272,71.7189,52.52,87,100,4.61
486,Quatre Cocos,MU,2022-05-22 23:05:46,-20.2078,57.7625,72.09,65,20,12.48
487,Grimstad,NO,2022-05-22 23:05:46,58.3405,8.5934,51.24,88,100,6.51
488,Las Palmas,ES,2022-05-22 23:05:47,28.4204,-14.0131,65.19,77,20,18.41
489,Puerto Del Rosario,ES,2022-05-22 23:05:47,28.5004,-13.8627,67.75,77,20,18.41
490,Chilca,PE,2022-05-22 23:05:48,-12.5211,-76.7372,64.02,89,61,4.92
491,Tomatlan,MX,2022-05-22 23:05:49,19.9333,-105.25,86.81,43,0,12.21
492,Itarema,BR,2022-05-22 23:05:50,-2.9248,-39.9167,75.61,90,28,7.47
493,Manaure,CO,2022-05-22 23:05:50,11.7751,-72.4445,85.86,59,6,22.68
494,Baykit,RU,2022-05-22 23:05:52,61.67,96.37,54.34,74,0,1.5
495,Hudiksvall,SE,2022-05-22 23:05:53,61.729,17.1036,42.3,65,47,4.07
496,Wencheng,CN,2022-05-22 23:05:54,33.0559,113.7978,70.02,72,0,3.06
497,Shenjiamen,CN,2022-05-22 23:05:55,29.9576,122.298,65.39,89,100,5.88
498,Esmeralda,CU,2022-05-22 23:05:55,21.8525,-78.1169,80.01,77,87,12.46
499,Hecun,CN,2022-05-22 23:05:55,36.5333,114.1111,73.99,42,2,5.37
500,Olteni,RO,2022-05-22 23:05:56,44.1833,25.2833,60.24,70,33,6.06
501,Cherskiy,RU,2022-05-22 23:05:57,68.75,161.3,55.67,40,93,18.01
502,Aksu,CN,2022-05-22 23:05:58,41.1231,80.2644,75.94,22,100,14.36
503,Bojnurd,IR,2022-05-22 23:05:59,37.4747,57.329,57.69,41,7,8.66
504,Mount Gambier,AU,2022-05-22 23:06:00,-37.8333,140.7667,39.11,93,0,5.75
505,Kloulklubed,PW,2022-05-22 23:06:00,7.0419,134.2556,77.5,75,100,8.68
506,Zhuhai,CN,2022-05-22 23:06:01,22.2769,113.5678,76.71,88,40,14.97
507,Oksfjord,NO,2022-05-22 23:07:01,70.2396,22.3479,46.47,92,57,3.18
508,Porto Novo,BJ,2022-05-22 23:02:30,6.4965,2.6036,76.75,86,68,3.85
509,Campos Belos,BR,2022-05-22 23:07:02,-13.0367,-46.7717,72.28,49,15,2.84
510,Esso,RU,2022-05-22 23:07:02,55.9333,158.7,38.73,100,83,4.36
511,Zhigansk,RU,2022-05-22 23:07:03,66.7697,123.3711,43.41,56,61,3.67
512,Egvekinot,RU,2022-05-22 23:04:09,66.3167,-179.1667,48.09,47,97,0.72
513,Santiago,CL,2022-05-22 23:02:18,-33.4569,-70.6483,66.25,54,100,2.62
514,Machinga,MW,2022-05-22 23:07:04,-15.1685,35.3,67.57,64,86,2.1
515,Byron Bay,AU,2022-05-22 23:07:04,-28.65,153.6167,60.71,84,81,11.48
516,Surgana,IN,2022-05-22 23:07:05,20.5667,73.6167,76.35,69,82,13.06
517,Karauli,IN,2022-05-22 23:07:06,26.5,77.0167,87.48,34,3,9.24
518,Shimoda,JP,2022-05-22 23:07:06,34.6667,138.95,68.47,75,9,2.68
519,Mount Isa,AU,2022-05-22 23:07:07,-20.7333,139.5,67.77,64,1,10.36
520,Crotone,IT,2022-05-22 23:07:09,39.0851,17.1178,72.19,71,9,5.61
521,Luocheng,CN,2022-05-22 23:07:10,29.3848,104.0286,62.65,92,57,1.34
522,Vila Do Maio,CV,2022-05-22 23:07:10,15.1333,-23.2167,72.39,79,6,12.75
523,Khani,GE,2022-05-22 23:07:11,41.9563,42.9566,54.97,77,89,4.07
524,Hargeysa,SO,2022-05-22 23:07:12,9.56,44.065,72.95,51,98,12.1
525,Neiafu,TO,2022-05-22 23:07:12,-18.65,-173.9833,80.65,76,14,10.65
526,Axim,GH,2022-05-22 23:07:13,4.8699,-2.2405,75.88,87,100,5.66
527,Kikwit,CD,2022-05-22 23:07:14,-5.041,18.8162,71.33,89,80,0.31
528,Tondano,ID,2022-05-22 23:07:15,1.3038,124.9112,71.69,84,98,1.41
529,Bathsheba,BB,2022-05-22 23:07:15,13.2167,-59.5167,81.21,78,20,17.27
530,Qasigiannguit,GL,2022-05-22 23:07:16,68.8193,-51.1922,35.85,97,100,1.14
531,Touros,BR,2022-05-22 23:07:17,-5.1989,-35.4608,75.76,91,19,13.04
532,Upington,ZA,2022-05-22 23:07:17,-28.4478,21.2561,57.83,56,65,5.14
533,Edremit,TR,2022-05-22 23:07:18,39.5961,27.0244,64.15,82,75,6.91
534,Hualmay,PE,2022-05-22 23:07:18,-11.0964,-77.6139,65.01,86,27,6.82
535,Port Hedland,AU,2022-05-22 23:07:19,-20.3167,118.5667,77.05,100,100,0.0
536,Turukhansk,RU,2022-05-22 23:04:17,65.8167,87.9833,53.29,75,89,6.76
537,Klaksvik,FO,2022-05-22 23:07:21,62.2266,-6.589,47.32,93,35,8.48
538,Bambous Virieux,MU,2022-05-22 23:07:21,-20.3428,57.7575,72.21,65,16,11.86
539,Minna,NG,2022-05-22 23:07:22,9.6139,6.5569,76.41,76,95,4.12
540,Itoman,JP,2022-05-22 23:07:22,26.1247,127.6694,75.22,81,100,11.5
541,Conde,BR,2022-05-22 23:07:23,-7.2597,-34.9075,74.66,100,75,6.91
542,Nioro,GM,2022-05-22 23:07:24,13.35,-15.75,77.4,58,90,10.33
543,Ixtapa,MX,2022-05-22 23:07:24,20.7,-105.2,82.22,69,0,11.5
544,Roswell,US,2022-05-22 23:05:58,34.0232,-84.3616,85.68,58,0,9.22
545,Gasa,PS,2022-05-22 23:07:25,31.5,34.4667,63.88,77,0,13.06
546,Nampula,MZ,2022-05-22 23:07:26,-15.1165,39.2666,64.49,97,1,1.74
547,Surt,LY,2022-05-22 23:07:26,31.2089,16.5887,69.39,36,0,14.09
548,Kutum,SD,2022-05-22 23:07:27,14.2,24.6667,75.52,20,43,5.91
549,Grenville,GD,2022-05-22 23:07:27,12.1167,-61.6167,79.84,79,88,15.61
550,Portree,GB,2022-05-22 23:05:00,57.4129,-6.1942,48.52,97,100,4.12
551,Paramonga,PE,2022-05-22 23:07:28,-10.6667,-77.8333,65.3,86,10,7.67
552,Mitsamiouli,KM,2022-05-22 23:07:29,-11.3847,43.2844,79.18,81,75,12.97
553,Ballina,AU,2022-05-22 23:07:29,-28.8667,153.5667,60.78,82,54,11.77
554,Lock Haven,US,2022-05-22 23:07:30,41.137,-77.4469,71.49,93,70,7.58
555,Parkes,AU,2022-05-22 23:08:31,-33.1333,148.1833,55.35,78,54,9.08
556,San Diego De Los Banos,CU,2022-05-22 23:08:32,22.6467,-83.3697,85.28,60,90,7.76
557,Kungurtug,RU,2022-05-22 23:08:32,50.5994,97.5228,56.19,35,100,1.5
558,Korla,CN,2022-05-22 23:08:34,41.7597,86.1469,75.69,20,100,13.04
559,Taungdwingyi,MM,2022-05-22 23:08:34,20.0167,95.55,75.29,87,11,8.7
560,Naro Moru,KE,2022-05-22 23:08:35,-0.1676,37.0213,55.62,91,86,7.02
561,Chowchilla,US,2022-05-22 23:07:49,37.123,-120.2602,96.03,14,0,13.8
562,Suhbaatar,MN,2022-05-22 23:08:35,50.2314,106.2078,61.5,43,92,4.59
563,Victor Harbor,AU,2022-05-22 23:08:36,-35.5667,138.6167,56.68,76,43,8.05
564,Kingman,US,2022-05-22 23:08:37,35.1894,-114.053,88.2,10,0,23.02
565,Gusev,RU,2022-05-22 23:08:38,54.5922,22.1997,43.39,94,91,4.14
566,Da Lat,VN,2022-05-22 23:08:38,11.9465,108.4419,61.38,99,100,3.56
567,Songjianghe,CN,2022-05-22 23:08:39,42.1859,127.479,61.75,50,3,5.41
568,Camacha,PT,2022-05-22 23:08:40,33.0833,-16.3333,63.82,72,40,11.5
569,Santiago Del Estero,AR,2022-05-22 23:08:40,-27.7951,-64.2615,65.82,45,0,8.08
570,Cabedelo,BR,2022-05-22 23:08:41,-6.9811,-34.8339,75.87,83,27,15.37
571,Adre,TD,2022-05-22 23:08:42,13.4667,22.2,81.48,18,49,9.69
572,Kabinda,CD,2022-05-22 23:08:43,-6.1333,24.4833,70.54,70,77,1.72
573,Mantsala,FI,2022-05-22 23:08:43,60.6609,25.2838,45.25,63,69,4.45
574,Morgantown,US,2022-05-22 23:08:44,39.6295,-79.9559,67.32,90,100,9.22
575,Senno,RU,2022-05-22 23:08:45,59.5336,33.9167,24.26,74,0,4.41
576,Poum,NC,2022-05-22 23:08:45,-20.2333,164.0167,79.21,79,1,11.32
577,Rio Gallegos,AR,2022-05-22 23:08:46,-51.6226,-69.2181,39.25,60,0,11.5
578,Chute-Aux-Outardes,CA,2022-05-22 23:08:46,49.1168,-68.399,51.78,100,100,2.3
579,Broome,US,2022-05-22 23:08:48,42.2506,-75.833,60.06,95,100,9.22
580,Broken Hill,AU,2022-05-22 23:08:48,-31.95,141.4333,57.25,71,1,7.07
581,Imeni Zhelyabova,RU,2022-05-22 23:08:49,58.9544,36.5956,29.21,83,34,4.92
582,Palmer,US,2022-05-22 23:08:49,42.1584,-72.3287,87.4,60,89,10.4
583,Maple Creek,CA,2022-05-22 23:08:50,49.9168,-109.4848,57.24,31,24,5.97
584,Kotido,UG,2022-05-22 23:08:50,2.9806,34.1331,68.72,73,57,0.67
585,Bonavista,CA,2022-05-22 23:08:51,48.6499,-53.1147,51.87,72,90,14.9
586,Kitaibaraki,JP,2022-05-22 23:08:51,36.7833,140.75,60.15,87,92,1.5
